n_instances,n_features,n_classes,dimensionality,mean_mean,mean_std,mean_min,mean_max,std_mean,std_std,std_min,std_max,skewness_mean,skewness_std,kurtosis_mean,kurtosis_std,correlation_mean,correlation_std,correlation_max,class_entropy,class_imbalance_ratio,min_class_size,max_class_size,mutual_info_mean,mutual_info_max,mutual_info_min,missing_values,missing_ratio,unique_ratio_mean,unique_ratio_std,landmark_simple,dataset_id,dataset_name,best_algorithm
2000,47,10,0.0235,88.63642941472715,104.0432105625686,0.07855426092000001,508.9025716336249,40.11542030429077,36.05185783224233,0.06653536263370285,124.16144163867567,0.7902368303069346,0.48208420717453704,0.7305599778340359,1.403124502912397,0.25228293522954015,0.2138567337907284,0.9978704215058167,2.3025850929940455,200.0,0,200,0.25888350430336776,0.5415551412360902,0.0627280848150642,0,0.0,0.9968297872340426,0.0005675310071637813,0.5,22,mfeat-zernike,LogisticRegression
1473,9,3,0.006109979633401222,5.459304518367655,9.64562588041461,0.07399864222674814,32.53835709436524,1.7005362853654653,2.379371808859862,0.2617686825717403,8.224451598114449,-0.13544400698975265,1.4706005268165498,0.9236985107252517,2.9173001512740186,0.1572409757326117,0.1515921243969899,0.6183686926065338,1.066777482163813,629.0,0,629,0.024903290172438544,0.06362961054057892,0.0,0,0.0,0.0053556611601418115,0.006777122258494743,0.5,23,cmc,LogisticRegression
5620,64,10,0.011387900355871887,4.911243327402135,4.189658148877897,0.0,11.989679715302492,3.685964488375206,2.285610675985519,0.0,6.5176585500674475,5.279426527179018,11.076528668060678,163.14029026005872,475.12105776689833,,,,2.3025189875331593,1.0306306306306305,554,572,0.21734984888822714,0.4575978232472986,0.0,0,0.0,0.0025411476868327397,0.0009053713783754006,0.5,28,optdigits,KNN
666,6,2,0.009009009009009009,203.62476851851852,361.152923908305,2.222319819819818,998.5840840840841,899.2667791662648,1923.8755273406405,3.3450850482906875,5199.067592801736,4.4784362641694955,4.217023914648716,50.98170815056026,77.91254903739012,0.14031606178649486,0.12107803984525163,0.4048473232002601,0.6879256665166016,1.2233333333333334,299,367,0.06692217662484568,0.15646726223675644,0.006822412535095523,0,0.0,0.279029029029029,0.14804433401025605,0.5,29,credit-approval,RandomForest
5473,10,5,0.0018271514708569341,253.32758631463548,386.95112783912043,0.3686424264571539,1198.4056276265303,840.1568540864652,1471.5164365449464,0.170645686894956,4848.933902533569,14.707419652853957,18.885250849368088,652.2323161191136,1402.8637823740694,0.2609321217909737,0.26658836009650033,0.9570322592559593,0.44046926609967585,4913.0,0,4913,0.14120877177246433,0.22824839684858267,0.06706949716284272,0,0.0,0.16612461173031245,0.08818514462418209,0.5,30,page-blocks,LogisticRegression
1000,7,2,0.007,476.5838571428571,1140.9848122372719,1.155,3271.258,406.84404411238893,985.7193578350303,0.3619046835839497,2821.325154503819,0.9189979813883856,0.9035938958246461,0.9136685975028885,1.7765516638482899,0.08784500035520233,0.1320189451689084,0.6249841983009837,0.6108643020548935,2.3255813953488373,300,700,0.01105970221019865,0.03910962558697406,0.0,0,0.0,0.14585714285714288,0.3169657162945584,0.5,31,credit-g,RandomForest
358,34,6,0.09497206703910614,1.7916529740387777,6.032835686133193,0.10614525139664804,36.29608938547486,1.259955528760285,2.453603209094646,0.3283281621210083,15.30313935415113,1.394179605624709,1.2549582190052095,2.399996342072658,5.227899986822052,0.22352001495391857,0.20793179139829548,0.9423658554927616,1.6832739364924156,111.0,0,111,0.3088548517829158,0.5947219463165245,0.02620946671423985,0,0.0,0.015527440026289847,0.02649252814496959,0.5,35,dermatology,LogisticRegression
2310,19,7,0.008225108225108226,24.633144132657648,38.25170261185738,-12.69086035930738,124.91385281385281,25.30923451241831,23.322086493117236,0.0,72.94073932392793,3.144128209370068,4.646400009595148,36.40857580446386,87.89774828299801,,,,1.945910149055314,0.9969788519637462,330,330,0.7022973248012857,1.2169866136161556,0.0,0,0.0,0.29004329004329005,0.245142741877817,0.5,36,segment,RandomForest
768,8,2,0.010416666666666666,44.98579117838541,38.94623512137641,0.4718763020833327,120.89453125,25.716983779290764,35.06039497502403,0.331112816028629,115.1689492646728,0.5282118837708754,1.2386651087722833,2.749524196420432,2.732333722223151,0.15019969034956077,0.13424288415918614,0.5443412284023389,0.6467994206632901,1.858736059479554,268,500,0.042284940615462424,0.114633676515985,0.0,0,0.0,0.2041015625,0.20230720415825393,0.5,37,diabetes,RandomForest
2751,6,2,0.0021810250817884407,46.43842505755483,47.55468369200376,0.9953740458015266,109.62366412213738,19.1321861502666,14.056417153396284,0.1963571976668079,35.497512414084525,3.5442182104265343,4.402112699321978,50.17136446377546,77.75909038416833,0.23126337421019005,0.21580794299789247,0.7901340056943367,0.2769188459328389,11.5662100456621,218,2533,0.04474843665031525,0.16958728916038224,0.004971138815039078,0,0.0,0.0625833030413183,0.027865558597257978,0.5,38,sick,RandomForest
336,7,8,0.020833333333333332,0.49956632653061206,0.0017513600983220434,0.49547619047618935,0.5014880952380952,0.14351465531953406,0.06446825358718863,0.027236614907326078,0.21543000524500744,3.5893850604565576,6.25999764362227,51.187989733782544,114.67076582958774,0.157714685740469,0.18364881682642514,0.8093236144356106,1.517122829952031,47.666666666666664,2,143,0.3380399833223859,0.6764205245901573,0.053917193642152306,0,0.0,0.15433673469387754,0.09657633042190096,0.5,39,ecoli,LogisticRegression
208,60,2,0.28846153846153844,0.28132129006410267,0.22577592632963078,0.006507211538461542,0.7021548076923081,0.1418954972018107,0.09412091433996066,0.005018934907836286,0.26348529862285547,0.9602304872394577,0.9384091691398938,2.1937054706265986,4.16061326786959,0.22557240318388702,0.1743308319352983,0.9258358693851425,0.6908803044104659,1.1326530612244898,97,111,0.03124076636013861,0.1451892054061441,0.0,0,0.0,0.9019230769230769,0.13407400293979368,0.5,40,sonar,RandomForest
214,9,6,0.04205607476635514,11.265851609553483,22.13032629383515,0.05700934579439252,72.65093457943928,0.6879278145483787,0.4732116670230962,0.003029759954827503,1.4390337868112206,1.640988154282748,2.1658625883458567,9.650638766927106,15.828199258611905,0.2023986038954417,0.18455149689354605,0.8104026963400854,1.5086584002236945,7.6,9,76,0.2673349723694441,0.4164431957229593,0.04914214236328718,0,0.0,0.4875389408099688,0.2266983993858799,0.5,41,glass,RandomForest
306,3,2,0.00980392156862745,39.77886710239651,25.634730770673542,4.026143790849673,62.85294117647059,7.069257376668744,3.079842016604623,3.244090833563246,10.78578520363183,1.0644435179516785,1.3471306995857992,3.267001626284028,5.839995606586483,0.03477111603391116,0.038239814942257234,0.08952944559093891,0.5779217946828968,225.0,0,225,0.023851748764986153,0.07155524629495846,0.0,0,0.0,0.10021786492374728,0.049369364678103086,0.5,43,haberman,LogisticRegression
4601,57,2,0.01238861117148446,6.150770191072116,37.66213828982201,0.005444468593783961,283.28928493805694,15.192346442279247,83.08081164895049,0.07626598130715481,606.2819540935897,11.182991741438967,6.895040257897477,240.9067102561474,294.30154261181224,0.059786231429533786,0.10205613099953541,0.9960660509313917,0.6705230209876485,1.5369349503858876,1813,2788,0.06344411892573548,0.2108630090351915,0.0,0,0.0,0.057554231154935805,0.06724930930493356,0.5,44,spambase,RandomForest
151,5,3,0.033112582781456956,10.654304635761589,9.669882375087084,1.8079470198675496,27.867549668874172,5.481598558665133,4.700724171435389,0.35932874082782806,12.850992950884844,-0.4304173792082473,1.1179306833161442,0.026749951964111184,0.9990716646392037,0.1375556838459668,0.09922856647992727,0.2695536135365561,1.0983062060529227,52.0,0,52,0.09448410773078816,0.14297332982534128,0.013215741715234763,0,0.0,0.1337748344370861,0.11021268377597203,0.5,48,tae,LogisticRegression
298,6,2,0.020134228187919462,97.36549217002238,88.23163619866592,0.674496644295302,246.90604026845637,17.25083440319466,17.413854618368376,0.9366264153519515,51.80595470967532,0.5893133060095445,0.7027743976516058,1.058709146294083,1.6358085359853756,0.1661737922572415,0.13162429504338435,0.39377454454230415,0.6899005683814056,1.1666666666666667,137,161,0.06614833257872181,0.1257904824809959,0.0,0,0.0,0.21085011185682326,0.15855384117430374,0.5,49,heart-c,LogisticRegression
270,13,2,0.04814814814814815,46.03603988603989,77.17823664325276,0.14814814814814814,249.65925925925927,8.42357412767969,14.366367213523304,0.35524677950464534,51.59043307277515,0.42458740351811747,0.834465023361416,0.09088360005851209,1.8136082698358855,0.14540828274345552,0.12261669729287333,0.6097115673478993,0.6869615765973234,1.2396694214876034,120,150,0.0639606706395578,0.14100741467440403,0.0,0,0.0,0.10940170940170939,0.15570211102310239,0.5,53,heart-statlog,LogisticRegression
846,18,4,0.02127659574468085,117.63494877856581,103.39077095141654,6.377068557919622,439.9113475177305,22.75737725003758,38.79815003495318,2.5906058780517105,176.5881544767199,1.0397300490278392,1.6489218646769606,5.115651135404608,14.7349266367965,0.38444228297916827,0.3445927710683496,0.9963180127067273,1.385647492281233,1.09,199,218,0.21215379691660974,0.41992210009008346,0.03178408360004159,0,0.0,0.09390596270028893,0.11071164704371282,0.5,54,vehicle,LogisticRegression
83,6,2,0.07228915662650602,49.53172690763052,38.33017803697231,1.2530120481927713,102.50602409638554,29.09198731410898,30.784601264209236,0.5750914270911344,85.4565106510783,0.9996339999758592,1.24327276285149,2.558852589927446,3.7031611782167375,0.21764202100780677,0.1371749556509037,0.45210336555579655,0.47248787323625563,4.25,15,68,0.08143803334979864,0.18505066457600639,0.0,0,0.0,0.5100401606425703,0.17510224382804532,0.5,55,hepatitis,RandomForest
2751,6,4,0.0021810250817884407,46.43842505755483,47.55468369200376,0.9953740458015266,109.62366412213738,19.1321861502666,14.056417153396284,0.1963571976668079,35.497512414084525,3.5442182104265343,4.402112699321978,50.17136446377546,77.75909038416833,0.23126337421019005,0.21580794299789247,0.7901340056943367,0.3368315563606667,1264.0,1,2528,0.0954520116028616,0.26080201344624443,0.00658539123231483,0,0.0,0.0625833030413183,0.027865558597257978,0.5,57,hypothyroid,LogisticRegression
351,34,2,0.09686609686609686,0.24769699765376238,0.24417042317144838,-0.0711868660968661,0.8917378917378918,0.5096928878765883,0.10939098590062113,0.0,0.6518972147394287,-0.5648560724533257,0.6343661177443592,0.32898891172904404,1.0472339563862625,,,,0.652825793916348,1.7716535433070866,126,225,0.2100779224277811,0.29717782203881926,0.0,0,0.0,0.6827551533433887,0.1758157306758697,0.5,59,ionosphere,RandomForest
5000,40,3,0.008,0.8994882000000001,1.1602620368909604,-0.025551999999999953,3.3224679999999993,1.2709884790296422,0.34709245163834757,0.9763553041797833,2.0324705190639287,0.035457632255348925,0.11801917951427382,-0.197420890763512,0.25965727024364493,0.08632872542842578,0.1715772179607602,0.7142054051768869,1.0985545524188804,1.022974607013301,1653,1692,0.08343303782998937,0.2539693593674337,0.0,0,0.0,0.12492999999999999,0.024693584186990757,0.5,60,waveform-5000,LogisticRegression
150,4,3,0.02666666666666667,3.4636666666666684,1.6619183360067837,1.1986666666666672,5.843333333333335,0.9441474184623442,0.4932473877723265,0.4321465800705435,1.7585291834055201,0.06670006370911043,0.26143373705861317,-0.7656823989531718,0.6656022511273945,0.44236179046132645,0.3718790401069132,0.9627570970509666,1.0986122886681096,0.9803921568627451,50,50,0.6948350266697165,0.9925730881120935,0.28975940771040176,0,0.0,0.20500000000000002,0.058190300833653646,0.5,61,iris,KNN
101,16,7,0.15841584158415842,0.5860148514851485,0.6253635228467388,0.07920792079207921,2.8415841584158414,0.5307207667035576,0.390868481059167,0.2700630039007101,2.023293429615019,0.3949058597155596,1.2809308456885948,-0.1187087054010787,2.4395319301780196,0.24599845457340763,0.2085763565577182,0.9388478737749798,1.6570097037423919,8.2,4,41,0.46376552065900883,1.0233136057549728,0.0,0,0.0,0.022277227722772276,0.009586592441107466,0.5,62,zoo,LogisticRegression
1484,8,10,0.005390835579514825,0.3811969339622645,0.17204069323741755,0.007500000000000001,0.5047169811320755,0.09663146011398879,0.0326055496636823,0.04833467342433732,0.13725303272175093,2.9098822441577665,4.3639874801410095,28.56036277636937,43.214471647316586,0.07811399328307733,0.11185974404956069,0.5816314195343673,1.7262259629714785,77.16666666666667,5,463,0.13608744300657405,0.3302890636118434,0.0042719694372364,0,0.0,0.034703504043126686,0.02051939350213627,0.5,181,yeast,KNN
6430,36,6,0.005598755832037325,-0.0005560885260065567,0.00021151295825907955,-0.0008629685847588969,-0.00012632970451004983,0.999944230154604,0.00016883124816478536,0.9995610083320576,1.0002104960360085,0.040450794615549505,0.5577372033922424,-0.1549300453895909,0.8333706575989841,0.4820186289354666,0.3285311723309468,0.9606621376949968,1.7213352826911057,2.4456869009584663,625,1531,0.6342832694383914,0.8126437137850682,0.4293826398363785,0,0.0,0.01212199758078452,0.0029111345410111366,0.5,182,satimage,RandomForest
4177,7,28,0.0016758439071103662,0.38270340982933787,0.220641646752528,0.1395163993296614,0.82874215944458,0.17459748528744548,0.13819700354230915,0.041822049477699706,0.49033031361377233,0.6201459731268283,1.1590732625815034,11.018514540259845,26.502365969812434,0.764034156130643,0.3164623685038666,0.9868115846024934,2.4967210987315878,689.0,0,689,0.3878685134785506,0.4623331992721038,0.33335886276649296,0,0.0,0.20677861759978114,0.19487316440218944,0.5,183,abalone,LogisticRegression
1320,15,3,0.011363636363636364,638.2907,1125.5876893580648,0.2687825757575757,4538.432575757576,326.36130228573046,517.636141652369,0.025211189886644753,2104.9801319870035,0.8271813939663909,0.9357541149358439,2.117930382290157,2.0696390886317015,0.5239999463884721,0.28714059167090067,0.9836502400833735,0.3763666387316179,20.620689655172413,57,1196,0.10819318181004238,0.165907637875375,0.018967576104406136,0,0.0,0.3956565656565657,0.28043437636094937,0.5,185,baseball,RandomForest
363,8,7,0.02203856749311295,150.12887677924934,339.04343267817967,0.18181818181818182,1041.7787787376697,114.41008992074534,251.11304466339755,0.38569460791993454,769.5020576386947,1.1447662338491962,1.101724446774674,3.3459639672204373,4.301424788325142,0.11646444584466648,0.16903715187895388,0.8525587563983199,0.7882272126668197,278.0,0,278,0.037358830932930215,0.11327993510972822,0.0,0,0.0,0.10709366391184574,0.10866221298546598,0.5,186,braziltourism,LogisticRegression
178,13,3,0.07303370786516854,69.13366292091617,197.34202921370508,0.36185393258426973,746.8932584269663,26.10414855878531,83.19327835011617,0.12410325988364797,314.0216568419877,0.34721070556069855,0.4509786751853232,-0.02696467156011745,0.8731058884997415,0.2814992135541684,0.19948210283629428,0.8645635000951148,1.086038443640683,71.0,0,71,0.37622052788760496,0.6676024156543787,0.07920099228851729,0,0.0,0.5514261019878999,0.17716128634830453,0.5,187,wine,LogisticRegression
641,14,5,0.0218408736349454,387.22938266102074,711.8550679362504,-2.6692667706708266,2005.3400936037442,175.3290928757955,437.27373770838886,0.4704771624071335,1660.4202757816997,2.325073812106595,6.7336964989338375,55.50403898407519,165.24832338069479,0.14186742256299903,0.16867359481980798,0.7213561556340878,1.5679162468909176,2.0505050505050506,98,203,0.1659209992897867,0.5337961677842229,0.006780846854743228,0,0.0,0.14085134833964785,0.25682303533554174,0.5,188,eucalyptus,RandomForest
194,2,8,0.010309278350515464,361.65721649484533,338.38917525773195,23.2680412371134,700.0463917525773,1128.5111816277952,1036.8143463650983,91.69683526269688,2165.3255279928935,7.604588142729515,0.8985892204032275,67.44877467557689,12.469224000692034,0.2595150062752233,0.2595150062752233,0.5190300125504466,1.7649882142006925,12.0,4,60,0.11827311207906499,0.15255259018518785,0.08399363397294213,0,0.0,0.4742268041237113,0.22680412371134018,0.5,285,flags,RandomForest
990,10,11,0.010101010101010102,-0.10318040404040414,1.2215925056182666,-3.2037404040404027,1.881763636363636,0.6989785238216653,0.19157792754358063,0.46169348282541406,1.174678282494639,0.0909771612624946,0.15976308186875612,-0.3955075939134389,0.25833428786311297,0.1901696852030216,0.15791245476785667,0.5348173095586973,2.3978952727983707,0.989010989010989,90,90,0.33371495957328423,0.7789841546880103,0.10599034558907272,0,0.0,0.816868686868687,0.03645345249151538,0.5,307,vowel,RandomForest
2407,299,2,0.12422102201911092,0.30610646505245986,0.20861618775616994,0.02622499792272541,0.7217173041130034,0.1844886906200198,0.050774828149662866,0.0670660721177334,0.4152143050612334,1.6889116192562674,1.8731975442888524,8.045122291017114,13.657599011668696,0.14332159697356694,0.15578317890568633,0.9636569513373222,0.4699667550365185,4.574074074074074,431,1976,0.02047112704303733,0.07588651220834453,0.0,0,0.0,0.9431563180411646,0.12556101211339105,0.5,312,scene,LogisticRegression
531,101,48,0.1902071563088512,4631.319238048908,3388.9680311035245,-9.850094161958587,12541.209977438786,1300.5885096554541,978.9030778176199,1.6579818224560711e-15,5497.983606157646,1.0959923689788986,2.271189410428856,8.535745736443332,29.093140529209037,0.5117319187907625,0.29441095966163605,0.9918917877037574,3.2522684108592776,55.0,0,55,0.716278639880185,1.2237346094127175,0.008521099456177517,0,0.0,0.980831981503235,0.10571859229572307,0.5,313,spectrometer,LogisticRegression
2417,116,2,0.04799338022341746,0.03646003553493216,0.12431277901962778,-0.0024138489863467076,0.7513446421183285,0.13365225242839116,0.10188212998930474,0.09231352275732813,0.49499881520383504,0.4210246693238482,0.7946888710453701,1.306653981850094,1.7923861180576899,0.09789684769601077,0.107455690307734,0.981523400415789,0.07394831377619636,68.08571428571429,34,2383,0.0016228157680439575,0.0139171002280144,0.0,0,0.0,0.8844463783830053,0.3139225955283227,0.5,316,yeast_ml8,LogisticRegression
72,3,6,0.041666666666666664,1165.1620370370372,832.7482316563738,2.8333333333333335,1910.486111111111,268.79548128196967,354.20407424976213,1.2247448713915892,769.316742310994,0.7539748085003435,0.8426581948412369,0.8597502712390582,1.5137658032305732,0.19511255914836828,0.2549731027451065,0.6507181439348103,1.705660628481634,2.6666666666666665,8,24,0.3352369791835681,0.5742261924778762,0.18500364852397722,0,0.0,0.513888888888889,0.3245367068207756,0.5,327,bridges,RandomForest
160,4,3,0.025,1.9375,0.06495190528383295,1.825,1.975,0.9096330742536763,0.044075732822111115,0.8332916656249487,0.9350802104632523,0.5686361781895279,0.1338226633773917,-0.7565607650035978,0.41764552508659475,0.023842252646073175,0.02118150401410797,0.05374139258444728,1.0504407326258585,65.0,0,65,0.10996688153369649,0.1638490185339987,0.0,0,0.0,0.0234375,0.0027063293868263717,0.5,329,hayes-roth,LogisticRegression
556,6,2,0.01079136690647482,1.9211630695443647,0.3466224714087866,1.4946043165467626,2.512589928057554,0.7615995250657761,0.21378046092500538,0.49988353283569237,1.1195707284551797,-0.008397263013650577,0.026881279233312433,-1.6436789318431053,0.25579179901275484,0.012488197379752729,0.011778039989939914,0.03919359928410603,0.6931471805599453,0.996415770609319,278,278,0.0382787010603142,0.20208278125548085,0.0,0,0.0,0.005095923261390888,0.0012359429333386274,0.5,333,monks-problems-1,RandomForest
601,6,2,0.009983361064891847,1.916250693288963,0.34091910761582706,1.5008319467554077,2.492512479201331,0.7592550909132014,0.21120358215463425,0.4999937707425606,1.1112915438510995,-0.0032524120436074784,0.0108080085570255,-1.63742809126804,0.26185355673022837,0.011565853101430441,0.010127143723201676,0.029392372161075132,0.6428505619784741,1.9082125603864735,206,395,0.01035618830292484,0.024708815935617023,0.0,0,0.0,0.004714364947310039,0.0011434014491452193,0.5,334,monks-problems-2,RandomForest
554,6,2,0.010830324909747292,1.9127557160048134,0.34237499405610355,1.4927797833935017,2.4945848375451263,0.7620738279470382,0.2142790024860502,0.4999478657541719,1.1212452419618453,0.008445459397391691,0.022692184734101957,-1.6451748327803433,0.25503911546214797,0.009576100279004041,0.00862836828926805,0.02537832878366932,0.692358483831969,1.0786516853932584,266,288,0.07174515192227766,0.21632785735903548,0.0,0,0.0,0.005114320096269555,0.0012404048211846152,0.5,335,monks-problems-3,RandomForest
267,22,2,0.08239700374531835,0.3115423901940756,0.09471379153019364,0.13108614232209737,0.4943820224719101,0.4511300520629906,0.04466209943404145,0.33749454160505726,0.4999684373322915,0.8892751484891707,0.5495013929782727,-0.9072379293945017,1.2622830308980844,0.18839019341459504,0.15819985962366465,0.7655856320384641,0.5085984133880677,3.7857142857142856,55,212,0.030322480876808264,0.0639495220225057,0.0,0,0.0,0.0074906367041198485,1.734723475976807e-18,0.5,336,SPECT,LogisticRegression
349,44,2,0.12607449856733524,65.03223495702005,4.638521828103145,51.673352435530084,74.06303724928367,9.299552883681109,2.235753142229107,5.87447058760963,14.517708239027474,-1.8131682073374316,0.6097337562436885,5.683276420087555,4.209667817288255,0.27701901083550357,0.1894487502258154,0.8867321755156812,0.5854409522174424,2.6458333333333335,95,254,0.07501156701740411,0.17448323515812914,0.006227682634653897,0,0.0,0.12288356342797603,0.022070105641782835,0.5,337,SPECTF,RandomForest
155,2,4,0.012903225806451613,3.7580645161290325,1.5774193548387099,2.1806451612903226,5.335483870967742,2.079632361539362,1.0172493570240242,1.0623830045153382,3.0968817185633863,0.37686548301985207,0.16268879174307266,-0.7993758331374201,0.4791606081516673,0.0280476554668106,0.0280476554668106,0.0560953109336212,1.333634831855001,2.45,19,49,0.05769016766952917,0.11538033533905834,0.0,0,0.0,0.04838709677419355,0.00967741935483871,0.5,338,grub-damage,RandomForest
9100,1,9,0.00010989010989010989,885.1740659340659,0.0,885.1740659340659,885.1740659340659,790.0110931395003,0.0,790.0110931395003,790.0110931395003,1.2442861623315637,0.0,0.927726372452121,0.0,0.0,0.0,0.0,2.0298491676875496,5.0,484,2425,0.269727998508396,0.269727998508396,0.269727998508396,0,0.0,0.3253846153846154,0.0,0.5,373,UNIX_user_data,LogisticRegression
9961,14,9,0.0014054813773717498,2.053272292419005,5.559463962906837,-0.5287156576648938,20.364320851320148,1.7054661304964647,4.1336100832899545,0.09799363968569544,15.878039087102144,0.10982015898849272,0.504222473536657,-0.037769383165449595,1.0922177033403238,0.21581268823160155,0.1655922322081926,0.6717224653060131,2.170984968880227,1614.0,0,1614,0.2615774585621276,0.5246170742873839,0.0294246443472983,0,0.0,0.8520013767980841,0.3454448168308908,0.5,375,JapaneseVowels,LogisticRegression
600,60,6,0.1,30.092165470408325,0.7425225201102925,28.154208666666683,32.22962866666667,9.743561446110933,3.768441512808417,3.4925932413906655,15.588407792395676,0.03391962865325741,0.28800468482414565,-0.5627553012602792,0.5929956105792807,0.44805552513431596,0.2768691425665174,0.9447733165320228,1.791759469228055,0.9900990099009901,100,100,0.6410424292065595,1.0138575585060785,0.04744078863629486,0,0.0,0.9978611111111112,0.0023783683067324026,0.5,377,synthetic_control,LogisticRegression
200,6,2,0.03,22.728666666666665,9.214385594758282,12.738499999999998,36.414500000000004,6.475659579421927,4.064991924318469,2.5668984689698964,14.430869689661812,-0.018929966108827554,0.04800266202046525,-0.6423079558591118,0.2711037473081805,0.7707699875793912,0.34764610942463187,0.9950225460714879,0.6931471805599453,0.9900990099009901,100,100,0.05773134943172805,0.14023558176165318,0.0,0,0.0,0.5366666666666666,0.17087194685559773,0.5,446,prnn_crabs,LogisticRegression
